260
-1733.76	-1103.53	14.0
-1733.84	-1082.59	14.0
-1733.43	-1066.84	14.0
-1732.94	-1050.99	14.0
-1731.7	-1035.75	14.0
-1730.53	-1031.96	14.0
-1728.08	-1028.66	14.0
-1725.23	-1026.27	14.0
-1721.23	-1024.3	14.0
-1717.07	-1023.12	14.0
-1712.04	-1022.68	14.0
-1706.92	-1022.57	14.0
-1701.33	-1022.52	14.0
-1695.19	-1022.47	14.0
-1689.59	-1022.53	14.0
