# 
col
DFLT HERMES, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
SRPT HERMES
CSTM HERMES, 0,0,0, 0,0,0, 0,0,0
DFLT HOVERCR, 1,0, 0,1, 3,0, 50,54, 87,66, 41,0, 21,24
SRPT HOVERCR
CSTM HOVERCR, 0,0,0, 0,0,0, 0,0,0
DFLT IDAHO, 15,1, 49,0, 69,0, 45,0, 51,1, 66,0, 56,0, 3,1
SRPT IDAHO
CSTM IDAHO, 0,0,0, 0,0,0, 0,0,0
DFLT LANDSTAL, 11,73, 18,74, 23,75, 41,76, 64,73, 52,74, 56,75, 32,76
SRPT LANDSTAL
CSTM LANDSTAL, 0,0,0, 0,0,0, 0,0,0
DFLT MANANA, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
SRPT MANANA
CSTM MANANA, 0,0,0, 0,0,0, 0,0,0
DFLT MOP50, 46,66, 27,17, 1,20, 16,16
SRPT MOP50
CSTM MOP50, 0,0,0, 0,0,0, 0,0,0
DFLT OCEANIC, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
SRPT OCEANIC
CSTM OCEANIC, 0,0,0, 0,0,0, 0,0,0
DFLT VICECHEE, 54,1, 14,1, 52,1, 61,1, 43,1, 51,1, 3,1, 11,1
SRPT VICECHEE
CSTM VICECHEE, 0,0,0, 0,0,0, 0,0,0
DFLT SANCHEZ, 46,66, 27,17, 1,20, 23,16, 33,16, 43,16, 69,16
SRPT SANCHEZ
CSTM SANCHEZ, 0,0,0, 0,0,0, 0,0,0
DFLT STALLION, 61,39, 51,39, 42,1, 14,1, 17,0, 25,0, 66,29, 47,29
SRPT STALLION
CSTM STALLION, 0,0,0, 0,0,0, 0,0,0
DFLT POLICEM, 240,1
SRPT POLICEM
CSTM POLICEM, 0,0,0, 0,0,0, 0,0,0
DFLT BOBO, 6,75, 6,6, 6,76
SRPT BOBO
CSTM BOBO, 0,0,0, 0,0,0, 0,0,0
DFLT PATRIOT, 70,74, 34,75, 59,76, 36,77, 49,78, 48,76, 43,77, 45,78
SRPT PATRIOT
CSTM PATRIOT, 0,0,0, 0,0,0, 0,0,0
DFLT PONY, 1,74, 23,76, 39,77, 45,78, 61,75, 59,76, 33,75, 14,73
SRPT PONY, 240,74, 241,78
CSTM PONY, 174,210,0, 0,0,0, 0,0,0
DFLT SENTINEL, 51,73, 61,74, 41,75, 11,76, 64,77, 40,76, 39,75, 10,74
SRPT SENTINEL
CSTM SENTINEL, 0,0,0, 0,0,0, 0,0,0
DFLT PCJ600, 13,13, 22,22, 35,35, 38,38, 2,2, 3,3, 48,48, 51,51
SRPT PCJ600
CSTM PCJ600, 0,0,0, 0,0,0, 0,0,0
DFLT MAVERICK, 1,0, 0,1, 3,0, 50,54, 87,66, 41,0, 21,24
SRPT MAVERICK, 240,241
CSTM MAVERICK, 100,180,0, 0,0,0, 0,0,0
DFLT REEFER, 3,35, 50,32, 40,26, 66,36
SRPT REEFER
CSTM REEFER, 0,0,0, 0,0,0, 0,0,0
DFLT SPEEDER, 1,15, 1,53
SRPT SPEEDER
CSTM SPEEDER, 0,0,0, 0,0,0, 0,0,0
DFLT LINERUN, 13,76, 28,77, 63,78, 42,76, 54,77, 39,78, 11,76, 60,77
SRPT LINERUN
CSTM LINERUN, 0,0,0, 0,0,0, 0,0,0
DFLT WALTON, 55,1, 65,1, 45,1, 35,1, 24,1, 58,1, 67,1, 14,1
SRPT WALTON, 240,240
CSTM WALTON, 0,0,0, 0,0,0, 0,0,0
DFLT BARRACKS
SRPT BARRACKS
CSTM BARRACKS, 0,0,0, 0,0,0, 0,0,0
DFLT PREDATOR, 2,1
SRPT PREDATOR
CSTM PREDATOR, 0,0,0, 0,0,0, 0,0,0
DFLT FLATBED, 25,72, 36,73, 48,74, 59,72, 67,73, 34,74, 24,72, 18,73
SRPT FLATBED
CSTM FLATBED, 0,0,0, 0,0,0, 0,0,0
DFLT AMMOTRUK, 71,1, 5,1, 6,1, 7,1, 45,1, 3,1, 7,6, 6,71
SRPT AMMOTRUK
CSTM AMMOTRUK, 0,0,0, 0,0,0, 0,0,0
DFLT BIPLANE, 0,6, 67,79, 13,83, 63,39, 6,0, 51,78, 3,39, 40,38
SRPT BIPLANE
CSTM BIPLANE, 0,0,0, 0,0,0, 0,0,0
DFLT MOONBEAM, 3,75, 23,76, 32,77, 43,78, 52,75, 63,76, 53,77, 66,78
SRPT MOONBEAM
CSTM MOONBEAM, 0,0,0, 0,0,0, 0,0,0
DFLT RUMPO, 30,73, 16,72, 1,75, 18,74, 42,73, 60,72, 57,75, 48,74
SRPT RUMPO
CSTM RUMPO, 0,0,0, 0,0,0, 0,0,0
DFLT YOLA, 1,15, 1,53
SRPT YOLA
CSTM YOLA, 0,0,0, 0,0,0, 0,0,0
DFLT TAXI, 6,75, 6,6, 6,76
SRPT TAXI
CSTM TAXI, 0,0,0, 0,0,0, 0,0,0
DFLT AMBULAN, 1,3
SRPT AMBULAN
CSTM AMBULAN, 0,0,0, 0,0,0, 0,0,0
DFLT STRETCH, 72,72, 1,1, 75,75, 78,78
SRPT STRETCH
CSTM STRETCH, 0,0,0, 0,0,0, 0,0,0
DFLT FAGGIO
SRPT FAGGIO
CSTM FAGGIO, 0,0,0, 0,0,0, 0,0,0
DFLT QUAD, 14,80, 23,65, 30,47, 23,18, 98,100, 98,32
SRPT QUAD
CSTM QUAD, 0,0,0, 0,0,0, 0,0,0
DFLT ANGEL
SRPT ANGEL
CSTM ANGEL, 0,0,0, 0,0,0, 0,0,0
DFLT FREEWAY
SRPT FREEWAY
CSTM FREEWAY, 0,0,0, 0,0,0, 0,0,0
DFLT JETSKI, 76,52, 76,52, 76,52, 76,52
SRPT JETSKI
CSTM JETSKI, 0,0,0, 0,0,0, 0,0,0
DFLT ENFORCE, 0,1
SRPT ENFORCE
CSTM ENFORCE, 0,0,0, 0,0,0, 0,0,0
DFLT BOXVIL, 56,75, 75,79, 13,76, 44,27, 67,77, 55,52, 21,26, 74,15
SRPT BOXVIL
CSTM BOXVIL, 0,0,0, 0,0,0, 0,0,0
DFLT BENSON, 64,78, 25,47, 54,33
SRPT BENSON
CSTM BENSON, 0,0,0, 0,0,0, 0,0,0
DFLT COACH, 56,75, 75,79, 13,76, 44,27, 67,77, 55,52, 21,26, 74,15
SRPT COACH
CSTM COACH, 0,0,0, 0,0,0, 0,0,0
DFLT MULE, 22,77, 32,76, 42,75, 52,74, 62,73, 72,76, 78,75, 1,74
SRPT MULE
CSTM MULE, 0,0,0, 0,0,0, 0,0,0
DFLT VOODOO, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
SRPT VOODOO
CSTM VOODOO, 0,0,0, 0,0,0, 0,0,0
DFLT SECURICA, 4,75
SRPT SECURICA
CSTM SECURICA, 0,0,0, 0,0,0, 0,0,0
DFLT TRASH, 1,75
SRPT TRASH
CSTM TRASH, 0,0,0, 0,0,0, 0,0,0
DFLT TOPFUN, 30,73, 16,72, 1,75, 18,74, 42,73, 60,72, 57,75, 48,74
SRPT TOPFUN
CSTM TOPFUN, 0,0,0, 0,0,0, 0,0,0
DFLT YANKEE, 25,72, 36,73, 48,74, 59,72, 67,73, 34,74, 24,72, 18,73
SRPT YANKEE
CSTM YANKEE, 0,0,0, 0,0,0, 0,0,0
DFLT MRWHOO, 1,16, 1,56, 1,66, 1,53, 1,67
SRPT MRWHOO
CSTM MRWHOO, 0,0,0, 0,0,0, 0,0,0
DFLT SANDKING, 70,74, 34,75, 59,76, 36,77, 49,78, 48,76, 43,77, 45,78
SRPT SANDKING
CSTM SANDKING, 0,0,0, 0,0,0, 0,0,0
DFLT RHINO
SRPT RHINO
CSTM RHINO, 0,0,0, 0,0,0, 0,0,0
DFLT DINGHY, 1,1
SRPT DINGHY
CSTM DINGHY, 0,0,0, 0,0,0, 0,0,0
DFLT MARQUIS, 1,1
SRPT MARQUIS
CSTM MARQUIS, 0,0,0, 0,0,0, 0,0,0
DFLT RIO, 1,1
SRPT RIO
CSTM RIO, 0,0,0, 0,0,0, 0,0,0
DFLT TROPIC, 1,1
SRPT TROPIC
CSTM TROPIC, 0,0,0, 0,0,0, 0,0,0
DFLT FORKLIFT, 6,75, 6,6, 6,76
SRPT FORKLIFT
CSTM FORKLIFT, 0,0,0, 0,0,0, 0,0,0
DFLT STREETFI, 24,72, 34,73, 44,74, 54,75
SRPT STREETFI, 240,240
CSTM STREETFI, 0,0,0, 0,0,0, 0,0,0
DFLT VIRGO, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
SRPT VIRGO
CSTM VIRGO, 0,0,0, 0,0,0, 0,0,0
DFLT STINGER, 53,73, 42,74, 56,75, 10,76, 63,77, 28,76, 14,75, 67,74
SRPT STINGER
CSTM STINGER, 0,0,0, 0,0,0, 0,0,0
DFLT BFINJECT, 54,80, 67,79, 13,83, 63,39, 32,1, 51,78, 3,39, 40,38
SRPT BFINJECT, 240,240
CSTM BFINJECT, 0,0,0, 0,0,0, 0,0,0
DFLT PHEONIX, 53,73, 42,74, 56,75, 10,76, 63,77, 28,76, 14,75, 67,74
SRPT PHEONIX
CSTM PHEONIX, 0,0,0, 0,0,0, 0,0,0
DFLT SQUALO, 1,15, 1,53
SRPT SQUALO
CSTM SQUALO, 0,0,0, 0,0,0, 0,0,0
DFLT JETMAX, 1,15, 1,53
SRPT JETMAX
CSTM JETMAX, 0,0,0, 0,0,0, 0,0,0
DFLT MESA, 70,74, 34,75, 59,76, 36,77, 49,78, 100,76, 43,77, 45,78
SRPT MESA
CSTM MESA, 0,0,0, 0,0,0, 0,0,0
DFLT VCNMAV, 241,240, 241,240
SRPT VCNMAV
CSTM VCNMAV, 255,255,0, 0,0,0, 0,0,0
DFLT POLMAV, 46,1
SRPT POLMAV
CSTM POLMAV, 0,0,0, 0,0,0, 0,0,0
DFLT SPARROW, 241,240, 241,240
SRPT SPARROW
CSTM SPARROW, 255,255,0, 0,0,0, 0,0,0
DFLT SESPAROW, 241,240, 241,240
SRPT SESPAROW
CSTM SESPAROW, 255,255,0, 0,0,0, 0,0,0
DFLT SCARAB, 1,15, 1,53
SRPT SCARAB
CSTM SCARAB, 0,0,0, 0,0,0, 0,0,0
DFLT CHOLLO, 101,73
SRPT CHOLLO
CSTM CHOLLO, 0,0,0, 0,0,0, 0,0,0
DFLT COMET, 54,1, 14,1, 52,1, 61,1, 43,1, 51,1, 3,1, 11,1
SRPT COMET
CSTM COMET, 0,0,0, 0,0,0, 0,0,0
DFLT CUBAN, 71,73
SRPT CUBAN
CSTM CUBAN, 0,0,0, 0,0,0, 0,0,0
DFLT FBIRAN, 70,74, 34,75, 59,76, 36,77, 49,78, 48,76, 43,77, 45,78
SRPT FBIRAN
CSTM FBIRAN, 0,0,0, 0,0,0, 0,0,0
DFLT GANGBUR, 30,73, 16,72, 1,75, 18,74, 42,73, 60,72, 57,75, 48,74
SRPT GANGBUR
CSTM GANGBUR, 0,0,0, 0,0,0, 0,0,0
DFLT INFERNUS, 10,73, 3,74, 42,75, 50,73, 57,74, 61,75, 54,73, 13,74
SRPT INFERNUS, 240,73, 1,73
CSTM INFERNUS, 0,0,0, 0,0,0, 0,0,0
DFLT REGINA, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
SRPT REGINA
CSTM REGINA, 0,0,0, 0,0,0, 0,0,0
DFLT SABRE, 71,73, 54,1, 14,1, 52,1, 61,1, 43,1, 51,1, 3,1, 11,1
SRPT SABRE
CSTM SABRE, 0,0,0, 0,0,0, 0,0,0
DFLT SABRETB, 71,73, 54,73, 14,73, 52,73, 61,73, 43,73, 51,73, 3,73, 11,73
SRPT SABRETB
CSTM SABRETB, 0,0,0, 0,0,0, 0,0,0
DFLT SENTXS, 51,0, 61,0, 41,0, 11,0, 64,0, 40,0, 39,0, 10,0
SRPT SENTXS, 240,241
CSTM SENTXS, 88,83,0, 0,0,0, 0,0,0
DFLT HUNTER, 43,0
SRPT HUNTER
CSTM HUNTER, 0,0,0, 0,0,0, 0,0,0
DFLT WASHIN, 10,10, 74,74, 14,14, 19,19, 21,21, 24,24, 30,30, 99,99
SRPT WASHIN
CSTM WASHIN, 0,0,0, 0,0,0, 0,0,0
DFLT COASTG, 2,1
SRPT COASTG
CSTM COASTG, 0,0,0, 0,0,0, 0,0,0
DFLT SKIMMER, 76,14, 76,14, 76,14, 76,14
SRPT SKIMMER
CSTM SKIMMER, 160,88,255, 255,255,66, 160,88,0
DFLT CHOPPER
SRPT CHOPPER
CSTM CHOPPER, 0,0,0, 0,0,0, 0,0,0
DFLT AIRTRAIN
SRPT AIRTRAIN
CSTM AIRTRAIN, 0,0,0, 0,0,0, 0,0,0
end
