# 
col
SRPT FBI, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL FBI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT ARMY, 112,0,0,0, 120,0,0,0, 98,0,0,0, 109,0,0,0, 121,0,0,0, 112,0,0,0, 98,0,0,0, 121,0,0,0, 112,0,0,0
SRPT ARMY, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL ARMY, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT MEDIC, 112,0,0,0, 120,0,0,0, 98,0,0,0, 109,0,0,0, 121,0,0,0, 112,0,0,0, 112,0,0,0, 98,0,0,0, 120,0,0,0
SRPT MEDIC, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL MEDIC, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT FIREMAN, 127,0,0,0, 125,0,0,0, 120,0,0,0, 117,0,0,0, 117,0,0,0, 121,0,0,0, 112,0,0,0, 1,0,0,0, 125,0,0,0
SRPT FIREMAN, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL FIREMAN, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT MALE01, 53,7,112,61, 18,0,56,26, 92,0,117,103, 87,9,7,87, 27,0,68,27, 106,3,22,114, 10,3,17,22, 117,0,97,123, 70,49,8,79, 22,7,2,49, 57,9,91,87, 98,36,5,10, 39,6,95,39, 30,2,7,17, 10,7,5,10, 40,0,52,6
SRPT MALE01, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL MALE01, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT MARYJ
SRPT MARYJ
LCAL MARYJ, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYST, 38,4,73,86, 78,0,29,87, 11,6,87,74, 48,1,57,44, 7,14,8,10, 86,5,78,0, 18,45,97,66, 119,9,70,38, 67,5,9,88
SRPT HFYST
LCAL HFYST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFOST, 10,2,4,0, 28,62,91,0, 77,90,4,0, 79,59,82,0, 85,25,23,0, 97,76,14,0, 50,7,8,0, 39,21,122,0, 63,19,24,0
SRPT HFOST
LCAL HFOST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMYST, 68,98,54,7, 79,57,117,83, 13,36,63,63, 74,51,14,74, 108,46,78,5, 28,1,7,12, 117,102,25,12, 124,120,77,78, 102,99,91,9
SRPT HMYST
LCAL HMYST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMOST, 115,6,0,0, 76,117,0,0, 11,94,0,0, 63,68,0,0, 21,3,0,0, 60,103,0,0, 50,51,0,0, 110,7,0,0, 10,117,0,0
SRPT HMOST, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HMOST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYRI, 127,50,59,52, 70,5,106,95, 90,89,90,99, 24,0,27,38, 99,75,116,110, 10,70,13,125, 82,63,63,71, 28,53,37,38, 48,40,53,71
SRPT HFYRI, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HFYRI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFORI, 50,12,0,28, 70,0,0,78, 88,94,0,89, 3,45,0,87, 22,5,0,22, 119,110,0,117, 100,98,0,119, 51,72,72,5, 39,93,0,43
SRPT HFORI, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HFORI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMYRI, 74,7,9,74, 12,87,119,12, 57,10,3,117, 89,46,4,66, 36,9,117,36, 59,106,9,45, 122,9,6,122, 57,28,26,57, 126,70,9,111
SRPT HMYRI
LCAL HMYRI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMORI, 8,22,71,8, 2,3,27,2, 120,120,69,120, 11,13,57,11, 75,60,38,8, 8,11,90,120, 6,6,10,6, 3,3,101,3, 103,103,85,103
SRPT HMORI
LCAL HMORI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYBE, 63,82,19,73, 96,90,85,90, 41,28,10,10, 87,87,8,101, 101,63,73,101, 24,78,37,13, 88,24,38,87, 16,26,13,101, 53,74,55,47
SRPT HFYBE, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HFYBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFOBE, 101,67,0,0, 10,18,0,0, 105,41,0,0, 13,85,0,0, 45,68,0,0, 83,125,0,0, 73,93,0,0, 39,61,0,0, 115,28,0,0
SRPT HFOBE, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HFOBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMYBE, 101,0,0,0, 90,0,0,0, 82,0,0,0, 28,0,0,0, 124,0,0,0, 63,0,0,0, 9,0,0,0, 85,0,0,0, 88,0,0,0
SRPT HMYBE
LCAL HMYBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMOBE, 71,41,44,43, 51,39,0,0, 117,14,0,0, 59,104,0,0, 20,61,0,0, 124,92,0,0, 88,71,0,0, 6,90,0,0, 23,10,0,0
SRPT HMOBE
LCAL HMOBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYBU, 78,86,78,0, 23,61,23,0, 69,16,9,0, 42,9,42,0, 66,13,67,0, 52,90,52,0, 20,8,18,0, 45,123,51,0, 3,98,83,0
SRPT HFYBU
LCAL HFYBU, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYMD, 4,8,1,0, 54,4,5,0, 28,0,0,0, 67,4,8,0, 43,0,70,0, 82,55,78,0, 7,37,0,0, 85,7,6,0, 33,3,7,0
SRPT HFYMD, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HFYMD, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYCG, 81,8,0,0, 35,0,0,0, 63,6,0,0, 21,2,0,0, 91,51,0,0, 53,3,0,0, 90,66,0,0, 24,0,0,0, 7,2,0,0
SRPT HFYCG, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HFYCG, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFYPR, 16,0,0,0, 79,0,0,0, 86,0,0,0, 101,0,0,0, 16,0,0,0, 124,0,0,0, 89,0,0,0, 18,0,0,0, 16,0,0,0
SRPT HFYPR
LCAL HFYPR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HFOTR, 93,84,11,24, 61,25,89,101, 18,59,13,83, 3,66,72,13, 84,40,119,82, 30,42,1,116, 77,109,61,90, 27,117,81,124, 43,89,6,35
SRPT HFOTR
LCAL HFOTR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMOTR, 51,90,25,117, 10,74,64,8, 14,46,109,56, 64,21,109,13, 52,46,89,49, 34,83,89,42, 10,75,77,12, 89,104,10,68, 2,67,61,42
SRPT HMOTR
LCAL HMOTR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMYAP, 60,115,108,0, 117,60,57,0, 99,8,117,0, 69,3,2,0, 8,5,94,0, 107,14,117,0, 56,57,7,0, 36,119,118,0, 123,120,89,0
SRPT HMYAP, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL HMYAP, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT HMOCA, 108,63,123,8, 70,22,1,124, 124,74,71,63, 75,122,92,9, 59,23,0,1, 30,120,63,7, 120,92,7,107, 63,73,7,9, 85,119,11,126, 7,12,104,82, 93,73,119,105
SRPT HMOCA
LCAL HMOCA, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMODK, 52,124,119,8, 89,99,13,117, 117,28,8,45, 61,124,115,8, 7,101,14,77, 25,124,4,0, 94,73,116,117, 117,102,12,63, 55,101,104,9
SRPT BMODK
LCAL BMODK, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYCR, 49,16,45,0, 126,122,74,0, 63,51,117,0, 18,104,56,0, 85,107,79,0, 43,53,22,0, 9,5,77,0, 7,4,119,0, 6,11,68,0
SRPT BMYCR
LCAL BMYCR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFYST, 87,41,4,61, 10,44,10,70, 39,28,0,62, 85,90,6,7, 74,21,0,119, 99,124,2,92, 28,28,0,71, 24,89,0,27, 48,8,7,74
SRPT BFYST
LCAL BFYST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFOST, 124,61,102,0, 82,117,93,0, 89,83,6,0, 101,55,29,0, 53,82,23,0, 41,7,71,0, 101,90,124,0, 50,122,122,0, 103,43,85,0
SRPT BFOST
LCAL BFOST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYST, 5,5,77,18, 67,58,4,21, 102,102,22,88, 16,126,70,58, 82,82,0,23, 92,106,106,10, 24,56,45,84, 5,57,63,63, 68,14,111,92
SRPT BMYST, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL BMYST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMOST, 48,23,74,44, 29,85,28,88, 89,67,59,30, 52,101,40,96, 90,24,27,77, 53,28,87,14, 24,19,7,108, 10,79,5,14, 28,38,85,94
SRPT BMOST
LCAL BMOST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFYRI, 73,4,73,23, 102,24,102,0, 10,0,10,0, 41,0,7,0, 31,4,80,0, 81,9,81,0, 96,10,96,0, 22,0,9,0, 89,59,89,0
SRPT BFYRI
LCAL BFYRI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFORI, 10,9,10,11, 102,124,104,0, 88,0,122,0, 73,9,63,0, 85,69,90,0, 39,0,37,0, 30,0,66,0, 116,8,122,0, 50,4,52,0
SRPT BFORI
LCAL BFORI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYRI, 10,20,10,4, 106,3,106,117, 8,85,8,6, 51,30,4,4, 83,4,83,117, 75,101,75,123, 30,70,30,8, 93,102,93,14, 50,52,50,98, 19,10,19,4
SRPT BMYRI
LCAL BMYRI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFYBE, 16,16,0,0, 10,10,0,0, 102,101,0,0, 48,48,0,0, 61,61,0,0, 35,35,0,0, 87,87,0,0, 73,73,0,0, 90,90,0,0
SRPT BFYBE
LCAL BFYBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYBE, 24,101,0,0, 74,76,0,0, 28,99,0,0, 52,10,0,0, 92,99,0,0, 101,83,0,0, 41,53,0,0, 85,36,0,0, 73,78,0,0
SRPT BMYBE
LCAL BMYBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFOBE, 10,21,0,0, 13,41,0,0, 49,62,0,0, 39,67,0,0, 92,83,0,0, 99,35,0,0, 102,90,0,0, 116,99,0,0, 125,122,0,0
SRPT BFOBE
LCAL BFOBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMOBE, 18,19,71,9, 0,61,0,0, 0,39,0,0, 0,88,0,0, 0,44,0,0, 0,87,0,0, 0,82,0,0, 0,28,0,0, 0,102,0,0
SRPT BMOBE
LCAL BMOBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYBU, 57,23,84,1, 91,20,49,91, 119,18,110,119, 14,37,45,14, 7,101,106,9, 117,18,45,7, 9,70,23,0, 77,51,49,8, 3,101,125,7
SRPT BMYBU
LCAL BMYBU, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFYPR, 10,0,73,0, 4,4,101,0, 106,6,16,0, 90,112,51,0, 124,9,124,0, 127,0,35,0, 63,0,63,0, 101,0,9,0, 28,45,63,0
SRPT BFYPR
LCAL BFYPR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BFOTR, 21,79,120,97, 90,101,60,117, 122,70,56,14, 84,49,2,11, 10,41,56,63, 83,104,7,117, 73,21,117,93, 28,30,2,53, 24,6,67,29
SRPT BFOTR
LCAL BFOTR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMOTR, 103,76,94,119, 84,95,117,10, 106,2,60,119, 125,119,69,43, 5,97,117,76, 58,76,56,12, 22,113,117,85, 122,119,54,93, 58,109,34,5
SRPT BMOTR
LCAL BMOTR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYPI, 50,86,52,49, 116,82,116,124, 13,8,13,10, 116,28,68,103, 82,46,82,9, 90,102,85,102, 23,28,23,28, 75,90,59,106, 37,72,37,9
SRPT BMYPI
LCAL BMYPI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT BMYBB, 18,5,59,18, 104,112,85,16, 84,9,30,4, 63,9,78,54, 105,0,54,4, 10,0,89,82, 114,117,92,28, 39,9,84,4, 7,123,104,55
SRPT BMYBB
LCAL BMYBB, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMYCR, 8,119,84,1, 59,125,71,45, 5,19,77,111, 10,117,76,56, 36,7,120,78, 79,55,117,94, 84,1,123,46, 51,68,117,89, 98,8,2,14
SRPT WMYCR
LCAL WMYCR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WFYST, 81,29,7,0, 24,85,105,0, 92,71,5,0, 53,83,24,0, 63,119,124,0, 10,82,116,0, 18,31,78,0, 28,90,0,0, 10,7,20,0
SRPT WFYST
LCAL WFYST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WFOST, 85,4,77,0, 30,5,4,0, 86,4,13,0, 122,60,85,0, 35,28,46,0, 63,22,51,0, 119,0,19,0, 8,0,90,0, 50,0,9,0
SRPT WFOST
LCAL WFOST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMYST, 7,79,71,5, 88,28,63,79, 45,35,81,5, 73,87,79,127, 96,102,71,7, 5,63,119,0, 125,21,92,101, 93,4,79,53, 28,5,117,64
SRPT WMYST
LCAL WMYST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMOST, 56,117,7,0, 88,2,117,0, 117,105,9,0, 22,118,66,0, 6,0,2,0, 63,6,14,0, 20,7,117,0, 85,63,119,0, 38,117,7,0
SRPT WMOST
LCAL WMOST, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WFYRI, 8,16,8,0, 117,73,117,0, 10,101,11,0, 54,81,54,0, 50,41,50,0, 1,53,1,0, 25,5,25,0, 19,82,19,0, 28,106,28,0
SRPT WFYRI, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
LCAL WFYRI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WFORI, 88,89,0,0, 75,75,0,0, 3,3,0,0, 11,9,0,0, 81,14,0,0, 92,92,0,0, 31,1,0,0, 52,52,0,0, 93,3,0,0
SRPT WFORI
LCAL WFORI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMYRI, 115,9,115,0, 5,122,5,0, 13,66,12,0, 29,99,29,0, 7,0,7,0, 72,16,72,0, 22,6,22,0, 108,6,108,0, 3,74,3,0
SRPT WMYRI
LCAL WMYRI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMORI, 61,6,117,120, 9,0,54,121, 17,12,3,106, 8,61,8,8, 121,10,117,121, 110,91,0,3, 93,99,2,120, 27,56,117,60, 42,88,7,7
SRPT WMORI
LCAL WMORI, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WFYBE, 86,99,90,85, 39,70,102,0, 28,73,19,0, 82,21,39,0, 102,82,5,0, 48,93,121,0, 16,20,74,0, 79,61,16,0, 47,83,87,0
SRPT WFYBE
LCAL WFYBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMYBE, 28,76,0,0, 87,101,0,0, 74,63,0,0, 88,16,0,0, 101,70,0,0, 3,101,0,0, 61,43,0,0, 76,87,0,0, 42,52,0,0
SRPT WMYBE
LCAL WMYBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WFOBE, 101,87,0,0, 11,18,0,0, 2,63,0,0, 101,30,0,0, 117,33,0,0, 19,101,0,0, 102,92,0,0, 20,104,0,0, 14,50,0,0
SRPT WFOBE
LCAL WFOBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLT WMOBE, 28,74,0,0, 101,85,0,0, 122,98,0,0, 61,35,0,0, 90,82,0,0, 13,18,0,0, 107,6,0,0, 44,28,0,0, 6,116,0,0
SRPT WMOBE
LCAL WMOBE, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
