# Generated by g3DTZ v2.1 - by guard3
col
esperant, 28,28, 18,18, 38,38, 59,59, 69,69, 49,49, 75,75, 41,41
fbicar, 71,73
fbiran, 70,74, 34,75, 59,76, 36,77, 49,78, 48,76, 43,77, 45,78
firetruk, 3,1
flatbed, 25,72, 36,73, 48,74, 59,72, 67,73, 34,74, 24,72, 18,73
forklift, 6,75, 6,6, 6,76
gangbur, 30,73, 16,72, 1,75, 18,74, 42,73, 60,72, 57,75, 48,74
glendale, 71,73, 42,1, 0,47, 53,1, 82,81, 98,98, 95,95
greenwoo, 71,73
hermes, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
hovercr, 1,0, 0,1, 3,0, 50,54, 87,66, 41,0, 21,24
huey, -15,-16, -15,-16
hueyhosp, -15,-16, -15,-16
hunter, 43,0
idaho, 15,1, 49,0, 69,0, 45,0, 51,1, 66,0, 56,0, 3,1
infernus, 10,73, 3,74, 42,75, 50,73, 57,74, 61,75, 54,73, 13,74
jetmax, 1,15, 1,53
jetski, 76,52, 76,52, 76,52, 76,52
landstal, 11,73, 18,74, 23,75, 41,76, 64,73, 52,74, 56,75, 32,76
linerun, 13,76, 28,77, 63,78, 42,76, 54,77, 39,78, 11,76, 60,77
manana, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
marquis, 1,1
maverick, 1,0, 0,1, 3,0, 50,54, 87,66, 41,0, 21,24
mesa, 70,74, 34,75, 59,76, 36,77, 49,78, 100,76, 43,77, 45,78
moonbeam, 3,75, 23,76, 32,77, 43,78, 52,75, 63,76, 53,77, 66,78
mop50, 46,66, 27,17, 1,20, 16,16
mrwhoo, 1,16, 1,56, 1,66, 1,53, 1,67
mule, 22,77, 32,76, 42,75, 52,74, 62,73, 72,76, 78,75, 1,74
oceanic, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
patriot, 70,74, 34,75, 59,76, 36,77, 49,78, 48,76, 43,77, 45,78
pcj600, 13,13, 22,22, 35,35, 38,38, 2,2, 3,3, 48,48, 51,51
peren, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
pheonix, 53,73, 42,74, 56,75, 10,76, 63,77, 28,76, 14,75, 67,74
pimp, 55,1, 65,1, 45,1, 35,1, 24,1, 58,1, 67,1, 14,1
policem, -16,1
polmav, 46,1
pony, 1,74, 23,76, 39,77, 45,78, 61,75, 59,76, 33,75, 14,73
predator, 2,1
quad, 14,80, 23,65, 30,47, 23,18, 98,100, 98,32
reefer, 3,35, 50,32, 40,26, 66,36
regina, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
rio, 1,1
rumpo, 30,73, 16,72, 1,75, 18,74, 42,73, 60,72, 57,75, 48,74
sabre, 71,73, 54,1, 14,1, 52,1, 61,1, 43,1, 51,1, 3,1, 11,1
sabretb, 71,73, 54,73, 14,73, 52,73, 61,73, 43,73, 51,73, 3,73, 11,73
sanchez, 46,66, 27,17, 1,20, 23,16, 33,16, 43,16, 69,16
sandking, 70,74, 34,75, 59,76, 36,77, 49,78, 48,76, 43,77, 45,78
scarab, 1,15, 1,53
securica, 4,75
sentinel, 51,73, 61,74, 41,75, 11,76, 64,77, 40,76, 39,75, 10,74
sentxs, 51,0, 61,0, 41,0, 11,0, 64,0, 40,0, 39,0, 10,0
sesparow, -15,-16, -15,-16
skimmer, 76,14, 76,14, 76,14, 76,14
sparrow, -15,-16, -15,-16
speeder, 1,15, 1,53
speeder2, 1,15, 1,53
squalo, 1,15, 1,53
stallion, 61,39, 51,39, 42,1, 14,1, 17,0, 25,0, 66,29, 47,29
stinger, 53,73, 42,74, 56,75, 10,76, 63,77, 28,76, 14,75, 67,74
streetfi, 24,72, 34,73, 44,74, 54,75
stretch, 72,72, 1,1, 75,75, 78,78
taxi, 6,75, 6,6, 6,76
topfun, 30,73, 16,72, 1,75, 18,74, 42,73, 60,72, 57,75, 48,74
trash, 1,75
tropic, 1,1
vcnmav, -15,-16, -15,-16
vicechee, 54,1, 14,1, 52,1, 61,1, 43,1, 51,1, 3,1, 11,1
virgo, 18,95, 37,37, 55,95, 58,95, 23,23, 47,95, 66,66, 31,95
voodoo, 58,73, 69,69, 22,73, 18,1, 32,73, 45,45, 13,73, 34,34
walton, 55,1, 65,1, 45,1, 35,1, 24,1, 58,1, 67,1, 14,1
washin, 10,10, 74,74, 14,14, 19,19, 21,21, 24,24, 30,30, 99,99
yankee, 25,72, 36,73, 48,74, 59,72, 67,73, 34,74, 24,72, 18,73
yola, 1,15, 1,53
end
